Investigador,Nombre del proyecto,Tipo,Inicio,Año de inicio,Duración,Fin,Año de finalización,Resumen,Palabras,Área,Sectores 
Natalia Andrea Salazar Camacho,Influencia de las condiciones de manejo y operación del grano de cacao artesanal en los atributos de calidad del licor de cacao,Tipo de proyecto: Investigación y desarrollo,Julio 2020,2020,,,," Unos de los principales problemas de la agricultura colombiana es su baja productividad, incidiendo de forma directa en la disminución de la competitividad a nivel nacional y mundial. A nivel de cultivo, las principales causas de esta baja productividad son las limitaciones tecnológicas y el alto precio de los insumos, en especial los fertilizantes. A este difícil panorama se ha añadido también el aumento de la variabilidad climática interanual que afecta los niveles de producción, lo que ha incrementado la vulnerabilidad económica de los productores agrícolas. Esta problemática no es ajena a los productores de cacao del Tolima, afectando en mayor proporción a los pequeños productores, lo que se traduce en una economía precaria e inestable que repercute negativamente en los ingresos de los habitantes rurales. Esta precariedad también implica una deficiente inserción del sector agropecuario en el resto de la economía nacional, ahondando así los desequilibrios regionales, dada la importancia que aún mantienen estas actividades en la economía del Tolima (tercer lugar en el PIB). Los principales productores de cacao en Colombia y en el Tolima son pequeños y medianos agricultores cuyos cultivos son poco tecnificados. Por otro lado, las características agroecológicas y el material genético que se dispone en Colombia favorecen la obtención de cacaos finos y de aroma; sin embargo, para aprovechar estas ventajas, hay que consolidar la creación de oportunidades productivas que hagan de este sector una actividad más competitiva, tanto en el mercado nacional como en el internacional. Dentro de estas alternativas para la mejora en el cultivo se encuentra la incorporación de fertilizantes en el proceso de riego (fertiriego), el cual podría contribuir no solo a mejorar la productividad mediante un uso eficiente de los recursos sino también la calidad del producto. Adicional a los factores que intervienen en el manejo de cultivo, existen también limitaciones tecnológicas, de capacitación, y culturales en las labores de poscosecha y de transformación del cacao. Esto se ve reflejado en la comercialización del cacao por parte de los pequeños productores en la región, la cual es predominante en fresco (cacao con mucílago) o grano crudo (luego de ser fermentado y seco al sol). Tan sólo un número muy pequeño de los productores se proyecta hasta la etapa de producción del licor de cacao con el fin promover la generación de valor agregado e incrementar la competitividad de esta cadena productiva. Trabajar por obtener un producto final de calidad es una de las estrategias contempladas en la presente propuesta con el fin de incrementar la competitividad de esta cadena productiva. La propuesta no solo se proyecta hacia la evaluación de la calidad de cacao en grano, sino que también contempla una etapa de transformación adicional que promueva el desarrollo de un producto elaborado como lo es el licor de cacao. En este contexto y como parte de un trabajo conjunto entre la Universidad y la comunidad, la actual propuesta pretende homogenizar los procesos productivos para la transformación de cacao en el corregimiento de San Bernardo ubicado al nororiente de Ibagué, con el fin de evaluar el efecto de condiciones de manejo y operación del grano de cacao y su relación con la calidad del licor que se produce de manera artesanal en la Corporación Turística de San Bernardo ¿ Corposanbernardo (CSB).",,,
Natalia Andrea Salazar Camacho,Comprender y mitigar el impacto del COVID-19 en los pequeños agricultores del Cañón de Combeima (Tolima-Colombia),Tipo de proyecto: Extensión y responsabilidad social CTI,Julio 2020,2020,,,, Este proyecto se presenta con el fin de promover la implementación de medidas para asegurar la inocuidad en la cadena de distribución de los alimentos frescos provenientes de pequeñas unidades productivas de la zona del cañón del Combeima ubicado en la ciudad de Ibagué ¿ Tolima - Colombia.,,,
Natalia Andrea Salazar Camacho,Evaluación de subproductos de cosecha y transformación de agrocadenas priorizadas en el Tolima para la obtención de materiales de construcción. Caso Arroz y Café,Tipo de proyecto: Investigación y desarrollo,Julio 2020,2020,,,," El desarrollo de los eco materiales obtenidos de diversos tipos de biomasa tales como, residuos agrícolas, forestales, y agroalimentarios, entre otros, es de vital y creciente importancia a nivel mundial. Estos materiales suponen una alternativa sostenible y ecológica para reemplazar algunos compuestos que utilizan de manera directa petróleo y/o algunos de sus productos derivados. En este sentido, Colombia y específicamente el Departamento del Tolima tiene grandes potencialidades, ya que cuenta con un importante sector agrícola generador de biomasa con posibilidades de utilizarlos en la generación de eco-materiales. En recientes años los eco-materiales se han enfocado en la industria de la construcción dada su importancia para el desarrollo económico y social y el impacto ambiental que esta industria genera año tras año. Dentro de los principales problemas a los que se enfrenta el desarrollo de estos nuevos materiales es encontrar fuentes alternativas de las materias primas, así como la transición hacia un nuevo modelo productivo que reduzca la presión sobre el medio ambiente y los recursos naturales, desarrollando procesos menos contaminantes y que no comprometan la seguridad alimentaria.  El desarrollo e innovación que conduzca a la obtención de nuevos materiales, así́ como a los procesos de fabricación y transformación que permitan su implantación a nivel industrial, es una prioridad para cualquier país que quiera asegurar su competitividad y liderazgo tecnológico en el mercado internacional. El campo de los materiales tiene un peso importante en la economía de los países desarrollados; la competitividad de muchos de los grandes sectores industriales depende, en gran medida, de su capacidad para generar innovaciones en este campo. El posicionamiento temprano en la generación de materias primas multifuncionales derivadas de subproductos de cadenas agrícolas con amplio rango de aplicación en la obtención de materiales para construcción, permitirá obtener alternativas a las materias primas críticas no renovables como el petróleo. Éstos desarrollos son elementos clave en la futura economía de cualquier país. Para poder llevar a cabo este posicionamiento, es necesario identificar y evaluar los residuos de cosecha y transformación que puedan tener el potencial de ser usados en la fabricación nuevos materiales, y después de ser identificados determinar cuál debe ser su procesamiento con el objetivo de ser usados como materia prima en el desarrollo de materiales para la construcción.",,,
Natalia Andrea Salazar Camacho,Prevención y gestión del Covid-19 en el Tolima (Colombia): por un desarrollo rural igualitario,Tipo de proyecto: Investigación y desarrollo,Noviembre 2021,2021,,,," El departamento del Tolima, ubicado en la zona céntrica del país, es una de las principales despensas agrícolas de Colombia, con una alta producción de cereales, café, frutas y hortalizas. La población rural en Colombia, en especial el sector femenino, se ha visto históricamente subdesarrollada y discriminada, sufriendo difícil acceso a condiciones de vida dignas y mantener una economía sostenible. La pandemia por COVID-19 no ha hecho más que agravar esta situación, dejando a los pequeños agricultores en una situación peligrosa para la subsistencia del comercio de sus productos. Las asociaciones beneficiarias, en su mayoría compuestas por mujeres campesinas, recibirán el material necesario para la sensibilización y prevención del contagio por COVID-19 en la comercialización de sus productos. Asimismo, la formación y acompañamiento en la creación de una marca e identidad corporativa, acompañada de la posibilidad de difusión de manera innovadora a través de las redes sociales, pretende potenciar su visibilidad y facilitar el comercio de sus productos. Por su parte, la realización de actividades docentes y seminarios es imprescindible en estos proyectos de cooperación que buscan fortalecer vínculos entre universidades y utilizar la Academia para promover el respeto a los Derechos Humanos y, en especial, a los Derechos de las Mujeres. A través de la Asociación de Naciones Unidas en España (ANUE), de la cual son miembros el profesor Antonio Blanc y las dos IPs, Eimys Ortiz y Déborah Presta, se solicitará a la PAERÍA la ¿Subvención de Cooperación ¿ Ayudas a proyectos de cooperación internacional, acción humanitaria y codesarrollo. 2021 (L14 y L16)¿ que se convoca a finales de año. El presente proyecto pretende dar continuidad al proyecto iniciado el año 2020, bajo el título ¿Comprender y mitigar el impacto del Covid-19 en los pequeños agricultores del Cañón del Combeima (Tolima-Colombia)¿ el cual se desarrolló desde la Unidad de proyectos especiales.",,,
Natalia Andrea Salazar Camacho,"Aromas de Paz. Mujeres, café, y desarrollo sostenible en el sur del Tolima",Tipo de proyecto: Investigación y desarrollo,Octubre 2022,2022,,,,,,,
Natalia Andrea Salazar Camacho,Aprovechamiento de subproductos agroindustriales para la obtención de bioetanol en el departamento del Tolima,Tipo de proyecto: Investigación y desarrollo,Noviembre 2008,2008,,,,,,,
Natalia Andrea Salazar Camacho,Extracción y Caracterización del Aceite de la semilla de Mango mangifera indica de las variedades Yulima y Mariquiteño cultivadas en el Departamento del Tolima.,Tipo de proyecto: Investigación y desarrollo,Octubre 2013,2013,,Diciembre 2015,2015,,,,
Natalia Andrea Salazar Camacho,Efecto de tratamientos térmicos sobre la estabilidad del salvado de arroz,Tipo de proyecto: Investigación y desarrollo,Agosto 2010,2010,,Septiembre 2011,2011,,,,
Natalia Andrea Salazar Camacho,Diseño de un proceso analítico para la identificación de compuestos fenólicos y actividad antioxidante de las cascaras de naranja y lulo,Tipo de proyecto: Investigación y desarrollo,Febrero 2006,2006,,,,,,,
Natalia Andrea Salazar Camacho,Innovación Tecnologica de proceso y producto en Industrias Alimenticias La Gloria,"Tipo de proyecto: Investigación, desarrollo e Innovación",Marzo 2014,2014,,,," El secado de frutas y vegetales es una operación de alto consumo energético, siendo el costo de esta energía un importante componente de la estructura de costos de producción. Adicionalmente, esta operación es una fuente importante de emisión de gases efecto invernadero -GEI- y de cantidades importantes de residuos y subproductos orgánicos, que usualmente son considerados desechos sin valor, aunque son fuentes prometedoras de materiales compuestos que pueden ser aprovechados de diversa manera. Esta propuesta se desarrollará en una microempresa rural que produce deshidratados de frutas y vegetales. Inicialmente se definirá una línea base técnica (LBT) en términos de indicadores que definan calidades y eficiencias reales e ideales en cuanto a flujo de materiales,consumos y residuos y se realizarán intervenciones en diferentes niveles. La primera considerará mejoras simples y de bajo costo de implementación. Una segunda fase se enfocará en la optimización de la operación de secado combinada con ultrasonido, lo que permitirá aumentar la capacidad instalada, mejorar las características de calidad (textura y color) y disminuir las emisiones de GEI. Una tercera etapa abordará la reducción de los residuos y su posible aprovechamiento en productos de valor agregado. Con este conjunto de acciones se espera que la empresa pueda afrontar con éxito los retos de competitividad que están asociados a la inminente llegada de sus productos a mercados tan competitivos como Norteamérica y Europa. El desarrollo de este proyecto impactaría positivamente a las entidades participantes, aumentando la oferta directa e indirecta de empleo en el sector rural de la región centro-sur Caldense y, en general, en la ciencia y tecnología para el desarrollo del país al calificar y formar recursos humanos en investigación, nuevas tecnologías y gestión tecnológica, desarrollando de capacidades de diseño en las organizaciones comprometidas, mejorando la oferta de servicios tecnológicos de la Universidad e incrementando la competitividad y permitiendo el acceso a nuevos mercados nacionales e internacionales a Industrias Alimenticias la Gloria S.A.S.",,,
