Investigador,Nombre del producto,Tipo,Autores,Lugar,Editorial,DOI,ISSN,Revista,Año,Volumen,Fasciculo,Página inicial,Página final,Palabras,Area,Sectores
ALFREDO JOSE TORRES BENITEZ,"Gastroprotective activity of synthetic coumarins: Role of endogenous prostaglandins, nitric oxide, non-protein sulfhydryls and vanilloid receptors",Artículo - Publicado en revista especializada,"BEATRIZ SEPULVEDA, CRISTINA QUISPE, MARIO SIMIRGIOTIS, ALFREDO JOSE TORRES BENITEZ, JOHANNA ALEXANDRA REYES ORTIZ, CARLOS ARECHE MEDINA, OLIMPO JOSE GARCIA BELTRAN",  Estados Unidos, Jai-Elsevier Ltd, 10.1016/j.bmcl.2016.10.056, 0960-894X,Bioorganic and Medicinal Chemistry Letters,2016, 26, , 5732, 5735,,,
ALFREDO JOSE TORRES BENITEZ,"Diversidad, especificidad de forófito y preferencias microambientales de líquenes cortícolas de un bosque subandino en la región Centro de Colombia",Artículo - Publicado en revista especializada,"NICOLAS ZARATE ARIAS, MIGUEL MORENO, ALFREDO JOSE TORRES BENITEZ",  Colombia, Universidad Nacional De Colombia Sede Bogota, 10.18257/raccefyn.886, 0370-3908,"Revista de la Academia Colombiana de Ciencias Exactas, Fisicas y Naturales",2019, 43, 169, 737, 745,,,
Miguel César Moreno Palacios,Proyecto Salvando al Paujil Piquiazul,Artículo - Publicado en revista especializada,"ALONSO QUEVEDO, LUIS EDUARDO URUENA, ELIANA MACHADO HERNANDEZ, HERNAN ARIAS MORENO, JOHANA MEDINA CASTRO, PILAR CASTANEDA, MIGUEL CESAR MORENO PALACIOS, ELKIN RODRIGUEZ, DIANA CABARCAS, P LAZA MARTINEZ, HERNAN ALVARADO, JUAN MANUEL OCHOA, PAUL SALAMAN, THOMAS DONEGAN, JORGE AVENDANO, J D GONZALEZ",  Colombia,,, 1900-1592,Conservacion Colombiana,2008, 4, n/a, 7, 15,"Crax alberti,",,
Miguel César Moreno Palacios,"BIOLOGÍA ALIMENTARIA DEL CAPUCHINO DE CABEZA NEGRA (Lonchura malacca, ESTRILDIDAE) EN EL ALTO VALLE DEL MAGDALENA, COLOMBIA",Artículo - Publicado en revista especializada,"KATHERINE CERTUCHE, DIEGO CARANTON, RONALD PARRA, MIGUEL CESAR MORENO PALACIOS, CAROLINA DIAZ, JEISON SANABRIA, CAROLINA DIAZ DIAZ, RONALD MAURICIO PARRA HERNANDEZ",  Colombia, Universidad De Antioquia Fundacion Proaves Asociacion Colombiana De Ornitologia,, 1794-0915,Ornitologia Colombiana,2010, 9, NA, 25, 30,"Ibagué,",,
Miguel César Moreno Palacios,New Record of the Central American Pygmy-Owl (Glaucidium griseiceps) for the Eastern Andes of Colombia in the middle Magdalena valley,Artículo - Publicado en revista especializada,"MIGUEL CESAR MORENO PALACIOS, ELKIN RODRIGUEZ",  Colombia, Universidad De Antioquia Fundacion Proaves Asociacion Colombiana De Ornitologia,, 1794-0915,Ornitologia Colombiana,2008, 6, N/A, 92, 95,,,
Miguel César Moreno Palacios,"Aportes a la caracterización del hábitat del Paujil Piquiazul (Crax alberti) en la Reserva Natural de las Aves El Paujil, y zona amortiguadora en la Serranía de las Quinchas.",Artículo - Publicado en revista especializada,"MIGUEL CESAR MORENO PALACIOS, YAIR GUILLERMO MOLINA MARTINEZ",  Colombia,,, 1900-1592,Conservacion Colombiana,2008, 4, N/A, 39, 45,"Crax alberti,",,
Miguel César Moreno Palacios,First record of the Spot-fronted Swift (Cypseloides cherriei) in the Central Andes of Colombia,Artículo - Publicado en revista especializada,"RONALD PARRA, DIEGO CARANTON, MIGUEL CESAR MORENO PALACIOS, JEISON SANABRIA",  Colombia, Universidad De Antioquia Fundacion Proaves Asociacion Colombiana De Ornitologia,, 1794-0915,Ornitologia Colombiana,2008, 6, n/a, 66, 68,"Cypseloides cherriei,",,
Miguel César Moreno Palacios,"Ciclos de reproducción y muda del Volatinero negro (Volatinia jacarina) y el Semillero gris (Sporophila intermedia) en un matorral secundario al norte del Tolima, Colombia",Artículo - Publicado en revista especializada,"MIGUEL CESAR MORENO PALACIOS, SERGIO LOSADA PRADO, MARIA ANGELA ECHEVERRY GALVIS",  Estados Unidos, Neotropical Ornithological Society,, 1075-4377,Ornitologia Neotropical,2013, 24, NA, 421, 431,"Volatinia jacarina,",,
Miguel César Moreno Palacios,Phylogenetic Studies and Metabolite Analysis of Sticta Species from Colombia and Chile by Ultra-High Performance Liquid Chromatography-High Resolution-Q-Orbitrap-Mass Spectrometry,Artículo - Publicado en revista especializada,"ALFREDO JOSE TORRES BENITES, MIGUEL CESAR MORENO PALACIOS, OLIMPO JOSE GARCIA BELTRAN", , Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/metabo12020156, 2218-1989,Metabolites,2022, 12, 156, 1, 16,,,
Miguel César Moreno Palacios,Secuencia de mudas y plumajes en Volatinia jacarina y Sporophila intermedia en el valle del Magdalena,Artículo - Publicado en revista especializada,"MIGUEL CESAR MORENO PALACIOS, MARIA ANGELA ECHEVERRY GALVIS, SERGIO LOSADA PRADO",  Colombia, Universidad De Antioquia Fundacion Proaves Asociacion Colombiana De Ornitologia,, 1794-0915,Ornitologia Colombiana,2017, 16, N/A, 1, 21,,,
Miguel César Moreno Palacios,"Aves del Municipio de Ibagué - Tolima, Colombia",Artículo - Publicado en revista especializada,"RONALD PARRA, DIEGO CARANTON, JEISON SANABRIA, FELIPE BARRERA, ADRIANA SIERRA, MIGUEL CESAR MORENO PALACIOS, WILBER YATE, WILLIAM FIGUEROA, CAROLINA DIAZ, VIVIAN FLOREZ, KATHERINE CERTUCHE, HUGO LOAIZA, BILMA FLORIDO CUELLAR",  Colombia, Instituto de Investigación de Recursos Biológicos Alexander von Humboldt,, 0124-5376,Biota Colombiana,2007, 8, N/A, 199, 220,"Aves,",,
Miguel César Moreno Palacios,"Aspectos biológicos de una nueva población del Capuchino de Cabeza Negra (Lonchura malacca, Estrildidae) en el alto valle del Magdalena, Tolima",Artículo - Publicado en revista especializada,"DIEGO CARANTON, KATHERINE CERTUCHE, CAROLINA DIAZ, RONALD PARRA, JEISON SANABRIA, MIGUEL CESAR MORENO PALACIOS",  Colombia,,, 0123-9082,Boletin Sao,2008, 18, N/A, 54, 63,,,
Miguel César Moreno Palacios,"Avifauna del complejo de páramos Chilí-Barragán (Tolima, Colombia)",Artículo - Publicado en revista especializada,"MIGUEL CESAR MORENO PALACIOS, SERGIO LOSADA PRADO",  Colombia, Instituto de Investigación de Recursos Biológicos Alexander von Humboldt, 10.21068/C2016v17s02a07, 0124-5376,Biota Colombiana,2016, 17, N/A, 114, 133,"Bosque altoandino,",,
Miguel César Moreno Palacios,"Diversidad, especificidad de forófito y preferencias microambientales de líquenes cortícolas de un bosque subandino en la región Centro de Colombia",Artículo - Publicado en revista especializada,"ALFREDO JOSE TORRES BENITES, MIGUEL CESAR MORENO PALACIOS",  Colombia, Universidad Nacional De Colombia Sede Bogota, 10.18257/raccefyn.886, 0370-3908,"Revista de la Academia Colombiana de Ciencias Exactas, Fisicas y Naturales",2019, 43, 169, 737, 745,,,
Miguel César Moreno Palacios,"Análisis de la condición corporal de aves Passeriformes en zonas secas del norte del Alto Valle del Magdalena, Colombia",Artículo - Publicado en revista especializada,"JESSICA NATHALIA SANCHEZ GUZMAN, SERGIO LOSADA PRADO, MIGUEL CESAR MORENO PALACIOS",  Colombia, Instituto  de Estudios Políticos y   Relaciones Internacionales  de la Universidad Nacional de Colombia, https://dx.doi.org/10.15446/caldasia.v40n1.60284, 0366-5232,Caldasia,2018, 40, NA, 1, 17,"Condición Corporal,",,
Miguel César Moreno Palacios,REPLACEMENT SEQUENCE FOR THE FLIGHT FEATHERS OF THE BLUE- BLACK GRASSQUIT (VOLATINIA JACARINA) AND GRAY SEEDEATER (SPOROPHILA INTERMEDIA),Artículo - Publicado en revista especializada,"MIGUEL CESAR MORENO PALACIOS, SERGIO LOSADA PRADO, MARIA ANGELA ECHEVERRY GALVIS",  Colombia,,, 1850-4884,Hornero,2018, 33, 2, 1, 8,,,
Miguel César Moreno Palacios,DURATION AND INTENSITY OF PRIMARY MOLT IN TWO NEOTROPICAL GRASSLANDS PASSERINES,Artículo - Publicado en revista especializada,"MIGUEL CESAR MORENO PALACIOS, SERGIO LOSADA PRADO, MARIA ANGELA ECHEVERRY GALVIS",  Colombia, Instituto  de Estudios Políticos y   Relaciones Internacionales  de la Universidad Nacional de Colombia, https://doi.org/10.15446/caldasia.v40n1.68817, 0366-5232,Caldasia,2018, 40, NA, 27, 40,,,
Juan Sebastian Trujillo Hernandez,Effect of heat treatment on the structural and magnetic properties of the system Fe56.25Al43.75 prepared by mechanical alloying,Artículo - Publicado en revista especializada,"JUAN SEBASTIAN TRUJILLO HERNANDEZ, JESUS ANSELMO TABARES, GERMAN ANTONIO PEREZ ALCAZAR",  Venezuela, Ediciones Universidad Simón Bolívar,, 0255-6952,Revista Latinoamericana De Metalurgia Y Materiales,2015, 35, N/A, 49, 54,"mossbauer spectrometry,",,
Juan Sebastian Trujillo Hernandez,Heat treatment influence on the structural and magnetic properties of the intermetallic Fe56.25Al43.75 alloy prepared by mechanical alloying and arc-melted,Artículo - Publicado en revista especializada,"JUAN SEBASTIAN TRUJILLO HERNANDEZ, JESUS ANSELMO TABARES, GERMAN ANTONIO PEREZ ALCAZAR",  Estados Unidos, Kunming Institute of Physics, 10.1088/1742-6596/480/1/012020, 1742-6596,Journal of Physics: Conference Series,2014, 480, N/A, 1, 5,"Mechanical alloying,",,
Juan Sebastian Trujillo Hernandez,"structural, calorimetric and magnetic properties study of the Cu0.91Fe0.09O system",Artículo - Publicado en revista especializada,"HERNAN DARIO COLORADO, JUAN SEBASTIAN TRUJILLO HERNANDEZ, GERMAN ANTONIO PEREZ ALCAZAR, ALBERTO BOLANOS",  Estados Unidos, Kluwer Academic Publishers, 10.1007/s10751-013-0860-3, 0304-3843,Hyperfine Interactions,2013, 224, N/A, 171, 178,"mossbauer spectrometry,",,
Juan Sebastian Trujillo Hernandez,Production and Characterization of Nanostructured Powders of Nd2Fe14B and Fe90Al10 by Mechanical Alloying,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Suiza, Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/molecules27217190, 1420-3049,Molecules,2022, 27, 21, 1, 12,,,
Juan Sebastian Trujillo Hernandez,Characterization of Fe3O4 Nanoparticles for Applications in Catalytic Activity in the Adsorption/Degradation of Methylene Blue and Esterification,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Suiza, Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/molecules27248976, 1420-3049,Molecules,2022, 27, 24, 1, 12,,,
Juan Sebastian Trujillo Hernandez,"Coffee plantation soil characterization using a multi-method approach near the Volcano Nevado del Ruiz, Colombian Central Cordillera",Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Colombia, Instituto  de Estudios Políticos y   Relaciones Internacionales  de la Universidad Nacional de Colombia, 10.15446/esrj.v25n3.79170, 2339-3459,Earth Sciences Research Journal,2021, 25, 3, 263, 273,,,
Juan Sebastian Trujillo Hernandez,Comparative Magnetic and Structural Properties Study of Micro- and Nanopowders of Nd2Fe14B Doped with Ni,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Estados Unidos, Springer Netherlands, 10.1007/s10948-017-4086-5, 1557-1947,Journal of Superconductivity and Novel Magnetism,2017, 30, 12, 3423, 3430,,,
Juan Sebastian Trujillo Hernandez,Mechanochemical Synthesis and Nitrogenation of the Nd1.1Fe10CoTi Alloy for Permanent Magnet,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Suiza, Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/molecules26133854, 1420-3049,Molecules,2021, 26, 13, 1, 11,,,
Juan Sebastian Trujillo Hernandez,Evidence of Dipolar Magnetic Interactions in Melted Fe50Al50 Samples,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Estados Unidos, Springer Netherlands, 10.1007/s10948-016-3429-y, 1557-1947,Journal of Superconductivity and Novel Magnetism,2016, 29, N/A, 1357, 1362,,,
Juan Sebastian Trujillo Hernandez,Preparation of Fe3O4 nanoparticles and removal of methylene blue through absorption,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Reino Unido, Kunming Institute of Physics, 10.1088/1742-6596/614/1/012007, 1742-6596,Journal of Physics: Conference Series,2015, 614, N/A, 012007, 012012,,,
Juan Sebastian Trujillo Hernandez,"Effect of chrome on the magnetic and structural properties of Mn57-xAl43Crx (x = 0.51, 0.91, 1.51) and Mn53.3-XAl45C1.7Crx (x = 0.0, 0.5, 1.0, 1.5, 2.0, 2.5) alloy systems",Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Países Bajos, Elsevier Science Bv, 10.1016/j.matlet.2021.129853, 0167-577X,Materials Letters,2021, 295, N/A, 1, 13,,,
Juan Sebastian Trujillo Hernandez,Effect of nitrogenation on the intrinsic magnetic properties of the compounds (Nd1-xCex)1.1Fe10CoTi,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ, , Institute of Electrical and Electronics Engineers, 10.1109/TMAG.2020.3020094, 1941-0069,IEEE Transactions on Magnetics,2020, N/A, N/A, 1, 7,,,
Juan Sebastian Trujillo Hernandez,Improving the ferromagnetic exchange coupling in hard τ-Mn53.3Al45.0C1.7 and soft Mn50B50 magnetic alloys,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Alemania, Springer-Verlag London Ltd., 10.1007/s00339-020-04025-z, 0947-8396,Applied Physics A: Materials Science and Processing,2020, 126, N/A, 1, 10,,,
Juan Sebastian Trujillo Hernandez,"Structural, Magnetic and Mechanical Properties of Nd16 (Fe76−xCox)B8 0 ≤ x ≤ 25 Alloys",Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Suiza, Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/app10165656, 2076-3417,Applied Sciences (Switzerland),2020, 10, 16, 1, 12,,,
Juan Sebastian Trujillo Hernandez,Mössbauer spectroscopy in the system (Nd1-xCex)1.1Fe10CoTi with ThMn12 structure,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ, , Kluwer Academic Publishers, 10.1007/s10751-020-01716-0, 1572-9540,Hyperfine Interactions,2020, 241, 44, 1, 7,,,
Juan Sebastian Trujillo Hernandez,Structural and Magnetic Properties Study of Fe50Si50 Powders with Different Microparticle Sizes,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Estados Unidos, Springer Netherlands, 10.1007/s10948-018-4853-y, 1557-1939,Journal of Superconductivity and Novel Magnetism,2019, 32, 5, 1383, 1388,,,
Juan Sebastian Trujillo Hernandez,"Structural, magnetic, and mechanical hardness characterization of the alloy Nd16( Fe76−xNix)B8 with x = 0, 10, 20, and 25",Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Estados Unidos, Springer-Verlag London Ltd., 10.1007/s00339-018-2119-y, 0947-8396,Applied Physics A: Materials Science and Processing,2018, 127, 698, 1, 11,,,
Juan Sebastian Trujillo Hernandez,Thermal Transport Measurements of LaCoO3 and SrTiO3,Artículo - Corto (Resumen),JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Estados Unidos, Springer Netherlands, 10.1007/s10948-018-4840-3, 1557-1939,Journal of Superconductivity and Novel Magnetism,2019, 32, 5, 1367, 1370,,,
Juan Sebastian Trujillo Hernandez,Evidence of exchange coupling in T-MnAlC/FeCo system,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Reino Unido, Elsevier Science Bv, 10.1016/j.jmmm.2018.10.069, 0304-8853,Journal of Magnetism and Magnetic Materials,2019, 473, 1, 221, 227,,,
Juan Sebastian Trujillo Hernandez,Exchange Coupling in MnAlC/α-Fe Nanocomposite Magnets,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Estados Unidos, Springer Netherlands, 10.1007/s10948-018-4661-4, 1557-1939,Journal of Superconductivity and Novel Magnetism,2018, 31, 12, 3941, 3947,,,
Juan Sebastian Trujillo Hernandez,Processing and characterization of Nd2Fe14B microparticles prepared by surfactant assited ball milling,Artículo - Publicado en revista especializada,JUAN SEBASTIAN TRUJILLO HERNANDEZ,  Inglaterra, Springer-Verlag London Ltd., 10.1007/s00339-018-1977-7, 0947-8396,Applied Physics A: Materials Science and Processing,2018, 124, 564, 1, 6,,,
